ERwin Property Ids,1075850516::User Formatted Name  [read only],0::Object Type  [read only],1073742125::Definition,1073742126::Name,1075848978::Type  [read only],1075849017::Attribute,1075849056::Physical Data Type,1075849060::Percent Null,1075849062::Null Option,1075849102::View Column Expression,1075849115::Empty Is Null,1075849117::Read Only,1075849121::Data Sources  [read only],1075849122::DS Comment,1075849125::Row GUID,1075849131::Physical Order  [read only],1075849136::Parent Attribute  [read only],1075849137::Parent Relationship  [read only],1075849148::Comments,1075849172::Physical Only,1075849173::Logical Only,1075849176::Physical Name,1075849201::Logical Data Type,1075849452::Domain Parent,1075849722::Is Not For Replication,1075849731::Font Color,1075849769::Generated Identity,1075849842::Color Is Inherited,1075849843::Font Inherited,1075849998::Font Size,1075849999::Font Bold,1075850000::Font Italic,1075850008::Update Attribute Definition to Match,1075850017::Starting Value,1075850018::Increment By,1075850085::Attribute Order  [read only],1075850088::Column Order  [read only],1075850089::Theme,1075850186::Expression,1075850193::Dependent Objects  [read only],1075850237::Logical Lead Attribute  [read only],1075850245::Physical Lead Attribute  [read only],1075850297::Font Charset,1075850516::User Formatted Name  [read only],1075850521::Check Constraint Inheritance Prohibited,1075850522::Default Constraint Inheritance Prohibited,1075850564::Collation,1075850637::Populate All Rows With Default Value,1075850700::Persisted,1075850734::XML Document Type,1075850736::XML Schema Collection,1075850744::Sparse,1075851000::Is Filestream,1075851001::Is Sparse Column Set,1075851147::Font,1075851148::Font Name,1075851149::Font Strikethrough,1075851150::Font Underscore,1075851212::Average Width,1075851250::Is Encrypted,1075851720::Image,1075852278::Extended Notes Order  [read only],1075852305::Column Mask Function,1075852321::Column Encryption Key,1075852322::Encryption Type,1075852340::Hidden,1075852464::Password,1075852560::PII,1075853568::Column Class,1075853916::Attribute Data Vault Complaincy,1092616196::Attribute.Physical.Description
"1075838981::656","LastEditedBy",Column,"","LastEditedBy","Non Primary Key","","int","","Not Null","","","","","","","3","PersonID","FK_Warehouse_Colors_Application_People (People to Colors)","","","","LastEditedBy","INTEGER","Number","","12470272","","","","10","false","false","","","","3","3","","","Colors,LastEditedBy","","","Western","LastEditedBy","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a person within the database"
"1075838981::657","ValidFrom",Column,"","ValidFrom","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","4","","","","","","ValidFrom","DATE","Datetime","","8470830","","","","10","false","false","","","","4","4","","","Colors","","","Western","ValidFrom","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::658","ValidTo",Column,"","ValidTo","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","5","","","","","","ValidTo","DATE","Datetime","","8470830","","","","10","false","false","","","","5","5","","","Colors","","","Western","ValidTo","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::667","ColorID",Column,"","ColorID","Non Primary Key","","int","","Not Null","","","","","","","1","","","","","","ColorID","INTEGER","Number","","8470830","","","","10","false","false","","","","1","1","","","Colors_Archive","","","Western","ColorID","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::668","ColorName",Column,"","ColorName","Non Primary Key","","nvarchar(20)","","Not Null","","","","","","","2","","","","","","ColorName","NVARCHAR(20)","String","","8470830","","","","10","false","false","","","","2","2","","","Colors_Archive","","","Western","ColorName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","8","","Default String Icon","","","","","false","","","","",""
"1075838981::669","LastEditedBy",Column,"","LastEditedBy","Non Primary Key","","int","","Not Null","","","","","","","3","","","","","","LastEditedBy","INTEGER","Number","","8470830","","","","10","false","false","","","","3","3","","","Colors_Archive","","","Western","LastEditedBy","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::670","ValidFrom",Column,"","ValidFrom","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","4","","","","","","ValidFrom","DATE","Datetime","","0","","","","10","false","false","","","","4","4","","","Colors_Archive,ValidFrom","","","Western","ValidFrom","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::671","ValidTo",Column,"","ValidTo","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","5","","","","","","ValidTo","DATE","Datetime","","0","","","","10","false","false","","","","5","5","","","Colors_Archive,ValidTo","","","Western","ValidTo","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::677","CountryID",Column,"","CountryID","Primary Key","","int","","Not Null","","","","","","","1","","","","","","CountryID","INTEGER","Number","","8470830","","","","10","false","false","","","","1","1","","","Countries,CountryID,CountryID","","","Western","CountryID","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a country within the database"
"1075838981::678","CountryName",Column,"","CountryName","Non Primary Key","","nvarchar(60)","","Not Null","","","","","","","2","","","","","","CountryName","NVARCHAR(60)","String","","0","","","","10","false","false","","","","2","2","","","Countries,CountryName","","","Western","CountryName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","16","","Default String Icon","","","","","false","","","","","Name of the country"
"1075838981::679","FormalName",Column,"","FormalName","Non Primary Key","","nvarchar(60)","","Not Null","","","","","","","3","","","","","","FormalName","NVARCHAR(60)","String","","0","","","","10","false","false","","","","3","3","","","Countries,FormalName","","","Western","FormalName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","41","","Default String Icon","","","","","false","","","","","Full formal name of the country as agreed by United Nations"
"1075838981::680","IsoAlpha3Code",Column,"","IsoAlpha3Code","Non Primary Key","","nvarchar(3)","0","Null","","","","","","","4","","","","","","IsoAlpha3Code","NVARCHAR(3)","String","","8470830","","","","10","false","false","","","","4","4","","","Countries","","","Western","IsoAlpha3Code","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","6","","Default String Icon","","","","","false","","","","","3 letter alphabetic code assigned to the country by ISO"
"1075838981::681","IsoNumericCode",Column,"","IsoNumericCode","Non Primary Key","","int","0","Null","","","","","","","5","","","","","","IsoNumericCode","INTEGER","Number","","8470830","","","","10","false","false","","","","5","5","","","Countries","","","Western","IsoNumericCode","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric code assigned to the country by ISO"
"1075838981::682","CountryType",Column,"","CountryType","Non Primary Key","","nvarchar(20)","0","Null","","","","","","","6","","","","","","CountryType","NVARCHAR(20)","String","","8470830","","","","10","false","false","","","","6","6","","","Countries","","","Western","CountryType","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","30","","Default String Icon","","","","","false","","","","","Type of country or administrative region"
"1075838981::683","LatestRecordedPopulation",Column,"","LatestRecordedPopulation","Non Primary Key","","bigint","0","Null","","","","","","","7","","","","","","LatestRecordedPopulation","HUGE","Number","","8470830","","","","10","false","false","","","","7","7","","","Countries","","","Western","LatestRecordedPopulation","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Latest available population for the country"
"1075838981::684","Continent",Column,"","Continent","Non Primary Key","","nvarchar(30)","","Not Null","","","","","","","8","","","","","","Continent","NVARCHAR(30)","String","","8470830","","","","10","false","false","","","","8","8","","","Countries","","","Western","Continent","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","14","","Default String Icon","","","","","false","","","","","Name of the continent"
"1075838981::685","Region",Column,"","Region","Non Primary Key","","nvarchar(30)","","Not Null","","","","","","","9","","","","","","Region","NVARCHAR(30)","String","","8470830","","","","10","false","false","","","","9","9","","","Countries","","","Western","Region","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","11","","Default String Icon","","","","","false","","","","","Name of the region"
"1075838981::686","Subregion",Column,"","Subregion","Non Primary Key","","nvarchar(30)","","Not Null","","","","","","","10","","","","","","Subregion","NVARCHAR(30)","String","","8470830","","","","10","false","false","","","","10","10","","","Countries","","","Western","Subregion","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","27","","Default String Icon","","","","","false","","","","","Name of the subregion"
"1075838981::687","Border",Column,"","Border","Non Primary Key","","geography","0","Null","","","","","","","11","","","","","","Border","SPATIAL","_default_","","8470830","","","","10","false","false","","","","11","11","","","Countries","","","Western","Border","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default <unknown> Icon","","","","","false","","","","","Geographic border of the country as described by the United Nations"
"1075838981::688","LastEditedBy",Column,"","LastEditedBy","Non Primary Key","","int","","Not Null","","","","","","","12","PersonID","FK_Application_Countries_Application_People (People to Countries)","","","","LastEditedBy","INTEGER","Number","","12470272","","","","10","false","false","","","","12","12","","","Countries,LastEditedBy","","","Western","LastEditedBy","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a person within the database"
"1075838981::689","ValidFrom",Column,"","ValidFrom","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","13","","","","","","ValidFrom","DATE","Datetime","","8470830","","","","10","false","false","","","","13","13","","","Countries","","","Western","ValidFrom","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::690","ValidTo",Column,"","ValidTo","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","14","","","","","","ValidTo","DATE","Datetime","","8470830","","","","10","false","false","","","","14","14","","","Countries","","","Western","ValidTo","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::702","CountryID",Column,"","CountryID","Non Primary Key","","int","","Not Null","","","","","","","1","","","","","","CountryID","INTEGER","Number","","8470830","","","","10","false","false","","","","1","1","","","Countries_Archive","","","Western","CountryID","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::703","CountryName",Column,"","CountryName","Non Primary Key","","nvarchar(60)","","Not Null","","","","","","","2","","","","","","CountryName","NVARCHAR(60)","String","","8470830","","","","10","false","false","","","","2","2","","","Countries_Archive","","","Western","CountryName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","15","","Default String Icon","","","","","false","","","","",""
"1075838981::704","FormalName",Column,"","FormalName","Non Primary Key","","nvarchar(60)","","Not Null","","","","","","","3","","","","","","FormalName","NVARCHAR(60)","String","","8470830","","","","10","false","false","","","","3","3","","","Countries_Archive","","","Western","FormalName","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","39","","Default String Icon","","","","","false","","","","",""
"1075838981::705","IsoAlpha3Code",Column,"","IsoAlpha3Code","Non Primary Key","","nvarchar(3)","0","Null","","","","","","","4","","","","","","IsoAlpha3Code","NVARCHAR(3)","String","","8470830","","","","10","false","false","","","","4","4","","","Countries_Archive","","","Western","IsoAlpha3Code","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","6","","Default String Icon","","","","","false","","","","",""
"1075838981::706","IsoNumericCode",Column,"","IsoNumericCode","Non Primary Key","","int","0","Null","","","","","","","5","","","","","","IsoNumericCode","INTEGER","Number","","8470830","","","","10","false","false","","","","5","5","","","Countries_Archive","","","Western","IsoNumericCode","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","",""
"1075838981::707","CountryType",Column,"","CountryType","Non Primary Key","","nvarchar(20)","0","Null","","","","","","","6","","","","","","CountryType","NVARCHAR(20)","String","","8470830","","","","10","false","false","","","","6","6","","","Countries_Archive","","","Western","CountryType","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","30","","Default String Icon","","","","","false","","","","",""
