ERwin Property Ids,1075850516::User Formatted Name  [read only],0::Object Type  [read only],1073742125::Definition,1073742126::Name,1075849148::Comments,1075849176::Physical Name,1075850193::Dependent Objects  [read only],1075850516::User Formatted Name  [read only],1075852278::Extended Notes Order  [read only],1075848978::Type  [read only],1075849017::Attribute,1075849056::Physical Data Type,1075849060::Percent Null,1075849062::Null Option,1075849102::View Column Expression,1075849115::Empty Is Null,1075849117::Read Only,1075849121::Data Sources  [read only],1075849122::DS Comment,1075849125::Row GUID,1075849131::Physical Order  [read only],1075849136::Parent Attribute  [read only],1075849137::Parent Relationship  [read only],1075849172::Physical Only,1075849173::Logical Only,1075849201::Logical Data Type,1075849452::Domain Parent,1075849722::Is Not For Replication,1075849731::Font Color,1075849769::Generated Identity,1075849842::Color Is Inherited,1075849843::Font Inherited,1075849998::Font Size,1075849999::Font Bold,1075850000::Font Italic,1075850008::Update Attribute Definition to Match,1075850017::Starting Value,1075850018::Increment By,1075850085::Attribute Order  [read only],1075850088::Column Order  [read only],1075850089::Theme,1075850186::Expression,1075850237::Logical Lead Attribute  [read only],1075850245::Physical Lead Attribute  [read only],1075850297::Font Charset,1075850521::Check Constraint Inheritance Prohibited,1075850522::Default Constraint Inheritance Prohibited,1075850564::Collation,1075850637::Populate All Rows With Default Value,1075850700::Persisted,1075850734::XML Document Type,1075850736::XML Schema Collection,1075850744::Sparse,1075851000::Is Filestream,1075851001::Is Sparse Column Set,1075851147::Font,1075851148::Font Name,1075851149::Font Strikethrough,1075851150::Font Underscore,1075851212::Average Width,1075851250::Is Encrypted,1075851720::Image,1075852305::Column Mask Function,1075852321::Column Encryption Key,1075852322::Encryption Type,1075852340::Hidden,1075852464::Password,1075852560::PII,1075853568::Column Class,1075853916::Attribute Data Vault Complaincy
"1075838981::671","EndDate",Column,"Date the employee left the department. NULL = Current department.","EndDate","Date the employee left the department. NULL = Current department.","EndDate","EmployeeDepartmentHistory,EndDate","EndDate","","Non Primary Key","","date","98","Null","","","","","","","5","","","","","INTERVAL","Datetime","","8470830","","","","10","false","false","","","","5","5","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","false","","","",""
"1075838981::672","ModifiedDate",Column,"Date and time the record was last updated.","ModifiedDate","Date and time the record was last updated.","ModifiedDate","EmployeeDepartmentHistory","ModifiedDate","","Non Primary Key","","datetime","","Not Null","","","","","","","6","","","","","TIMESTAMP","Datetime","","8470830","","","","10","false","false","","","","6","6","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","false","","","",""
"1075838981::689","BusinessEntityID",Column,"Employee identification number. Foreign key to Employee.BusinessEntityID.","BusinessEntityID","Employee identification number. Foreign key to Employee.BusinessEntityID.","BusinessEntityID","EmployeePayHistory,BusinessEntityID,BusinessEntityID","BusinessEntityID","","Primary Key","","int","","Not Null","","","","","","","1","BusinessEntityID","FK_EmployeePayHistory_Employee_BusinessEntityID (Employee to EmployeePayHistory)","","","INTEGER","Number","","12470272","","","","10","false","false","","","","1","1","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::690","RateChangeDate",Column,"Date the change in pay is effective","RateChangeDate","Date the change in pay is effective","RateChangeDate","EmployeePayHistory,RateChangeDate","RateChangeDate","","Primary Key","","datetime","","Not Null","","","","","","","2","","","","","TIMESTAMP","Datetime","","8470830","","","","10","false","false","","","","2","2","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","false","","","",""
"1075838981::691","Rate",Column,"Salary hourly rate.","Rate","Salary hourly rate.","Rate","EmployeePayHistory","Rate","","Non Primary Key","","money","","Not Null","","","","","","","3","","","","","MONEY","Number","","8470830","","","","10","false","false","","","","3","3","","","","","Western","true","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::692","PayFrequency",Column,"1 = Salary received monthly, 2 = Salary received biweekly","PayFrequency","1 = Salary received monthly, 2 = Salary received biweekly","PayFrequency","EmployeePayHistory","PayFrequency","","Non Primary Key","","tinyint","","Not Null","","","","","","","4","","","","","BYTE","Number","","8470830","","","","10","false","false","","","","4","4","","","","","Western","true","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::693","ModifiedDate",Column,"Date and time the record was last updated.","ModifiedDate","Date and time the record was last updated.","ModifiedDate","EmployeePayHistory","ModifiedDate","","Non Primary Key","","datetime","","Not Null","","","","","","","5","","","","","TIMESTAMP","Datetime","","8470830","","","","10","false","false","","","","5","5","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","false","","","",""
"1075838981::704","JobCandidateID",Column,"Primary key for JobCandidate records.","JobCandidateID","Primary key for JobCandidate records.","JobCandidateID","JobCandidate,JobCandidateID,JobCandidateID,JobCandidateID,JobCandidateID","JobCandidateID","","Primary Key","","int","","Not Null","","","","","","","1","","","","","INTEGER","Number","false","8470830","true","","","10","false","false","","1","1","1","1","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::705","BusinessEntityID",Column,"Employee identification number if applicant was hired. Foreign key to Employee.BusinessEntityID.","BusinessEntityID","Employee identification number if applicant was hired. Foreign key to Employee.BusinessEntityID.","BusinessEntityID","JobCandidate,BusinessEntityID,BusinessEntityID","BusinessEntityID","","Non Primary Key","","int","85","Null","","","","","","","2","BusinessEntityID","FK_JobCandidate_Employee_BusinessEntityID (Employee to JobCandidate)","","","INTEGER","Number","","12470272","","","","10","false","false","","","","2","2","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::706","Resume",Column,"Résumé in XML format.","Resume","Résumé in XML format.","Resume","JobCandidate,Resume","Resume","","Non Primary Key","","xml","0","Null","","","","","","","3","","","","","LONG TEXT","String","","8470830","","","","10","false","false","","","","3","3","","","","","Western","","","","","","Content","HRResumeSchemaCollection","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","false","","","",""
"1075838981::707","ModifiedDate",Column,"Date and time the record was last updated.","ModifiedDate","Date and time the record was last updated.","ModifiedDate","JobCandidate,ModifiedDate","ModifiedDate","","Non Primary Key","","datetime","","Not Null","","","","","","","4","","","","","TIMESTAMP","Datetime","","8470830","","","","10","false","false","","","","4","4","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","false","","","",""
"1075838981::718","ShiftID",Column,"Primary key for Shift records.","ShiftID","Primary key for Shift records.","ShiftID","Shift,ShiftID,ShiftID","ShiftID","","Primary Key","","tinyint","","Not Null","","","","","","","1","","","","","BYTE","Number","false","8470830","true","","","10","false","false","","1","1","1","1","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::719","Name",Column,"Shift description.","Name","Shift description.","Name","Shift,Name,Shift","Name","","Non Primary Key","","nvarchar(50)","","Not Null","","","","","","","2","","","","","NVARCHAR(50)","Name","","0","","","","10","false","false","","","","2","2","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","10","","Default String Icon","","","","false","","","",""
"1075838981::720","StartTime",Column,"Shift start time.","StartTime","Shift start time.","StartTime","Shift,StartTime","StartTime","","Non Primary Key","","time(7)","","Not Null","","","","","","","3","","","","","TIME","Datetime","","0","","","","10","false","false","","","","3","3","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","false","","","",""
"1075838981::721","EndTime",Column,"Shift end time.","EndTime","Shift end time.","EndTime","Shift,EndTime","EndTime","","Non Primary Key","","time(7)","","Not Null","","","","","","","4","","","","","TIME","Datetime","","0","","","","10","false","false","","","","4","4","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","false","","","",""
"1075838981::722","ModifiedDate",Column,"Date and time the record was last updated.","ModifiedDate","Date and time the record was last updated.","ModifiedDate","Shift","ModifiedDate","","Non Primary Key","","datetime","","Not Null","","","","","","","5","","","","","TIMESTAMP","Datetime","","8470830","","","","10","false","false","","","","5","5","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","false","","","",""
"1075838981::735","AddressID",Column,"Primary key for Address records.","AddressID","Primary key for Address records.","AddressID","Address,AddressID,AddressID,BillToAddressID,ShipToAddressID","AddressID","","Primary Key","","int","","Not Null","","","","","","","1","","","","","INTEGER","Number","true","8470830","true","","","10","false","false","","1","1","1","1","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::736","AddressLine1",Column,"First street address line.","AddressLine1","First street address line.","AddressLine1","Address,AddressLine1,AddressLine1,AddressLine1,AddressLine1,AddressLine1,AddressLine1","AddressLine1","","Non Primary Key","","nvarchar(60)","","Not Null","","","","","","","2","","","","","NVARCHAR(60)","String","","0","","","","10","false","false","","","","2","2","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","34","","Default String Icon","","","","false","","","",""
"1075838981::737","AddressLine2",Column,"Second street address line.","AddressLine2","Second street address line.","AddressLine2","Address,AddressLine2,AddressLine2,AddressLine2,AddressLine2,AddressLine2,AddressLine2","AddressLine2","","Non Primary Key","","nvarchar(60)","99","Null","","","","","","","3","","","","","NVARCHAR(60)","String","","0","","","","10","false","false","","","","3","3","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","15","","Default String Icon","","","","false","","","",""
"1075838981::738","City",Column,"Name of the city.","City","Name of the city.","City","Address,City,City,City,City,City,City","City","","Non Primary Key","","nvarchar(30)","","Not Null","","","","","","","4","","","","","NVARCHAR(30)","String","","0","","","","10","false","false","","","","4","4","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","17","","Default String Icon","","","","false","","","",""
"1075838981::739","StateProvinceID",Column,"Unique identification number for the state or province. Foreign key to StateProvince table.","StateProvinceID","Unique identification number for the state or province. Foreign key to StateProvince table.","StateProvinceID","Address,StateProvinceID,StateProvinceID","StateProvinceID","","Non Primary Key","","int","","Not Null","","","","","","","5","StateProvinceID","FK_Address_StateProvince_StateProvinceID (StateProvince to Address)","","","INTEGER","Number","","12470272","","","","10","false","false","","","","5","5","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::740","PostalCode",Column,"Postal code for the street address.","PostalCode","Postal code for the street address.","PostalCode","Address,PostalCode,PostalCode,PostalCode,PostalCode,PostalCode,PostalCode","PostalCode","","Non Primary Key","","nvarchar(15)","","Not Null","","","","","","","6","","","","","NVARCHAR(15)","String","","0","","","","10","false","false","","","","6","6","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","9","","Default String Icon","","","","false","","","",""
"1075838981::741","SpatialLocation",Column,"Latitude and longitude of this address.","SpatialLocation","Latitude and longitude of this address.","SpatialLocation","Address","SpatialLocation","","Non Primary Key","","geography","0","Null","","","","","","","7","","","","","SPATIAL","_default_","","8470830","","","","10","false","false","","","","7","7","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default <unknown> Icon","","","","false","","","",""
"1075838981::742","rowguid",Column,"ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.","rowguid","ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.","rowguid","Address,rowguid","rowguid","","Non Primary Key","","uniqueidentifier","","Not Null","","","","","","Yes","8","","","","","UNIQUEID","Number","","0","","","","10","false","false","","","","8","8","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
